"Activity" "Subject" "Body_Acceleration_Mean_X" "Body_Acceleration_Mean_Y" "Body_Acceleration_Mean_Z" "Body_Acceleration_StD_X" "Body_Acceleration_StD_Y" "Body_Acceleration_StD_Z" "Gravity_Acceleration_Mean_X" "Gravity_Acceleration_Mean_Y" "Gravity_Acceleration_Mean_Z" "Gravity_Acceleration_StD_X" "Gravity_Acceleration_StD_Y" "Gravity_Acceleration_StD_Z" "Body_Acceleration_Jerk_Mean_X" "Body_Acceleration_Jerk_Mean_Y" "Body_Acceleration_Jerk_Mean_Z" "Body_Acceleration_Jerk_StD_X" "Body_Acceleration_Jerk_StD_Y" "Body_Acceleration_Jerk_StD_Z" "Body_Gyroscope_Mean_X" "Body_Gyroscope_Mean_Y" "Body_Gyroscope_Mean_Z" "Body_Gyroscope_StD_X" "Body_Gyroscope_StD_Y" "Body_Gyroscope_StD_Z" "Body_Gyroscope_Jerk_Mean_X" "Body_Gyroscope_Jerk_Mean_Y" "Body_Gyroscope_Jerk_Mean_Z" "Body_Gyroscope_Jerk_StD_X" "Body_Gyroscope_Jerk_StD_Y" "Body_Gyroscope_Jerk_StD_Z" "Body_Acceleration_Magnitude_Mean" "Body_Acceleration_Magnitude_StD" "Gravity_Acceleration_Magnitude_Mean" "Gravity_Acceleration_Magnitude_StD" "Body_Acceleration_Jerk_Magnitude_Mean" "Body_Acceleration_Jerk_Magnitude_StD" "Body_Gyroscope_Magnitude_Mean" "Body_Gyroscope_Magnitude_StD" "Body_Gyroscope_Jerk_Magnitude_Mean" "Body_Gyroscope_Jerk_Magnitude_StD" "FFT_Body_Acceleration_Mean_X" "FFT_Body_Acceleration_Mean_Y" "FFT_Body_Acceleration_Mean_Z" "FFT_Body_Acceleration_StD_X" "FFT_Body_Acceleration_StD_Y" "FFT_Body_Acceleration_StD_Z" "FFT_Body_Acceleration_Jerk_Mean_X" "FFT_Body_Acceleration_Jerk_Mean_Y" "FFT_Body_Acceleration_Jerk_Mean_Z" "FFT_Body_Acceleration_Jerk_StD_X" "FFT_Body_Acceleration_Jerk_StD_Y" "FFT_Body_Acceleration_Jerk_StD_Z" "FFT_Body_Gyroscope_Mean_X" "FFT_Body_Gyroscope_Mean_Y" "FFT_Body_Gyroscope_Mean_Z" "FFT_Body_Gyroscope_StD_X" "FFT_Body_Gyroscope_StD_Y" "FFT_Body_Gyroscope_StD_Z" "FFT_Body_Acceleration_Magnitude_Mean" "FFT_Body_Acceleration_Magnitude_StD" "FFT_Body_Acceleration_Jerk_Magnitude_Mean" "FFT_Body_Acceleration_Jerk_Magnitude_StD" "FFT_Body_Gyroscope_Magnitude_Mean" "FFT_Body_Gyroscope_Magnitude_StD" "FFT_Body_Gyroscope_Jerk_Magnitude_Mean" "FFT_Body_Gyroscope_Jerk_Magnitude_StD"
"STANDING" 28 2.77795069113924e-01 -1.72635124672152e-02 -1.06579385202532e-01 -9.77748638607595e-01 -8.75689216835443e-01 -9.05123824177215e-01 9.48514848481013e-01 -2.47656166582278e-01 -3.85830501632911e-02 -9.90059426582279e-01 -9.62801441898734e-01 -9.51782181518987e-01 7.53131601898734e-02 9.07363218518987e-03 -2.67810077607595e-03 -9.68604559620253e-01 -9.33768175063291e-01 -9.69765362025316e-01 -2.53281543540506e-02 -7.39001646962025e-02 8.65173111012658e-02 -8.84032232405063e-01 -9.40006320126582e-01 -9.25491442911392e-01 -1.02248409070886e-01 -4.31364662518987e-02 -5.25896252375949e-02 -9.28343397721519e-01 -9.72977006708861e-01 -9.56497163670886e-01 -9.2547165164557e-01 -9.17658334177215e-01 -9.2547165164557e-01 -9.17658334177215e-01 -9.59551987468354e-01 -9.54068391518987e-01 -8.94242469620253e-01 -8.76917545696203e-01 -9.59681019113924e-01 -9.56266480126582e-01 -9.7251980164557e-01 -8.93430392658228e-01 -9.34503028481013e-01 -9.8026749e-01 -8.7446926556962e-01 -8.97600800886076e-01 -9.68513715189873e-01 -9.3516897835443e-01 -9.64751238734177e-01 -9.71672796708861e-01 -9.36991280253165e-01 -9.73572051898734e-01 -8.80426103164557e-01 -9.48160785316456e-01 -9.26655192405063e-01 -8.86706768227848e-01 -9.36101609113924e-01 -9.32039083037975e-01 -9.29146479367089e-01 -9.23857158227848e-01 -9.52727765189873e-01 -9.54963155316456e-01 -9.09652436329114e-01 -8.78459662025316e-01 -9.58758576835443e-01 -9.55983424556962e-01
"STANDING" 29 2.77965065846154e-01 -1.72605869061538e-02 -1.08659067476923e-01 -9.96068635384615e-01 -9.69295721076923e-01 -9.80207488923077e-01 9.74508732e-01 -5.848715356e-02 3.16145849747692e-02 -9.96764227384615e-01 -9.85134032307692e-01 -9.84464543538462e-01 7.53052530307692e-02 1.15104978664615e-02 3.32894985246154e-04 -9.93652820615385e-01 -9.83338157846154e-01 -9.90593859692308e-01 -2.76075573307692e-02 -7.21060679123077e-02 8.27583768461538e-02 -9.77994819846154e-01 -9.90364876307692e-01 -9.83368643230769e-01 -9.88701505538462e-02 -4.05110578461538e-02 -5.44926306307692e-02 -9.83293061692308e-01 -9.95533113076923e-01 -9.90685705384615e-01 -9.84745318923077e-01 -9.81745712923077e-01 -9.84745318923077e-01 -9.81745712923077e-01 -9.90785419538462e-01 -9.90495689538462e-01 -9.80657340461539e-01 -9.75358665384615e-01 -9.92144698923077e-01 -9.91453632153846e-01 -9.95024039692308e-01 -9.73345770461538e-01 -9.84096024769231e-01 -9.96604570307692e-01 -9.68278553076923e-01 -9.78802973692308e-01 -9.93736906e-01 -9.83194980615385e-01 -9.88541579384615e-01 -9.94123423538462e-01 -9.84782782307692e-01 -9.91316374615385e-01 -9.74485449538462e-01 -9.91586674e-01 -9.83654714461538e-01 -9.79162564923077e-01 -9.89643721230769e-01 -9.84714226461538e-01 -9.84548094769231e-01 -9.82247716e-01 -9.89793892615385e-01 -9.90327934615385e-01 -9.80879722923077e-01 -9.75938728769231e-01 -9.91672052e-01 -9.91516778307692e-01
"STANDING" 30 2.77112699152542e-01 -1.70163887813559e-02 -1.08756209835593e-01 -9.77559426949153e-01 -8.91654527118644e-01 -9.12850596949152e-01 9.68556705084746e-01 -1.00296804186441e-01 2.43044362542373e-02 -9.96420919152542e-01 -9.5814576338983e-01 -9.49207368305085e-01 7.52414472033898e-02 1.20860416340678e-02 1.90841458130508e-03 -9.68430745254237e-01 -9.57318881355932e-01 -9.68897316101695e-01 -2.7613853538983e-02 -6.70334379830509e-02 8.02514754237288e-02 -9.11408517966102e-01 -9.4070541220339e-01 -9.3083468440678e-01 -9.97160228220339e-02 -4.37759700423729e-02 -5.20307176474576e-02 -9.60119074237288e-01 -9.68135006271186e-01 -9.70845670677966e-01 -9.30573574915254e-01 -9.16570441355932e-01 -9.30573574915254e-01 -9.16570441355932e-01 -9.71225190169491e-01 -9.50762271186441e-01 -9.13890564915254e-01 -8.87247636779661e-01 -9.72995273898305e-01 -9.55995671864407e-01 -9.72014050847458e-01 -9.19475121186441e-01 -9.38089774915254e-01 -9.80426575762712e-01 -8.85572781694915e-01 -9.07286793050847e-01 -9.67857589322034e-01 -9.57434887457627e-01 -9.62892627966102e-01 -9.72216728644068e-01 -9.60442360508475e-01 -9.73954338305085e-01 -9.15742855084746e-01 -9.45628836949153e-01 -9.37798124576271e-01 -9.11718163220339e-01 -9.39469774067797e-01 -9.35176884915254e-01 -9.32047450677966e-01 -9.21733233050847e-01 -9.53357615932203e-01 -9.46639846949153e-01 -9.17449417288136e-01 -8.88872227966102e-01 -9.59242165084746e-01 -9.55008564237288e-01
"WALKING" 1 2.77330758736842e-01 -1.73838185273684e-02 -1.11148103547368e-01 -2.83740258842105e-01 1.14461336747368e-01 -2.60027902210526e-01 9.35223201473684e-01 -2.82165021263158e-01 -6.8102864e-02 -9.76609642526316e-01 -9.71305961473684e-01 -9.47717226105263e-01 7.40416333157895e-02 2.82721095884211e-02 -4.16840617789474e-03 -1.13615602435789e-01 6.70025007684211e-02 -5.02699788526316e-01 -4.1830963526e-02 -6.95300462115789e-02 8.49448173042105e-02 -4.73535485894737e-01 -5.46077686594737e-02 -3.44266629473684e-01 -8.99975423705263e-02 -3.98428709463158e-02 -4.61309295021053e-02 -2.07421854757895e-01 -3.04468510631579e-01 -4.04255452631579e-01 -1.36971176556842e-01 -2.19688645631579e-01 -1.36971176556842e-01 -2.19688645631579e-01 -1.41428809031579e-01 -7.44717500625263e-02 -1.60979552536842e-01 -1.86978364526316e-01 -2.98703679084211e-01 -3.25324878894737e-01 -2.02794306326316e-01 8.97127264021053e-02 -3.31560117789474e-01 -3.19134719578947e-01 5.6040006846e-02 -2.79686751494737e-01 -1.70546964549579e-01 -3.52255241130632e-02 -4.68999224631579e-01 -1.33586606326316e-01 1.06739857136e-01 -5.34713440421053e-01 -3.39032197115789e-01 -1.03059416434737e-01 -2.55940940315789e-01 -5.16691938736842e-01 -3.35081597884211e-02 -4.36562227473684e-01 -1.28623450629474e-01 -3.98032586842105e-01 -5.71194000343158e-02 -1.03492403002105e-01 -1.99252568986316e-01 -3.21017953894737e-01 -3.19308593778947e-01 -3.81601911789474e-01
"WALKING" 2 2.76426586440678e-01 -1.85949199145763e-02 -1.05500357966102e-01 -4.23642838474576e-01 -7.80912533118644e-02 -4.25257524915254e-01 9.1301733338983e-01 -3.4660709e-01 8.47270871186441e-02 -9.72693201355932e-01 -9.72116879661017e-01 -9.72072847627119e-01 6.18080696279661e-02 1.82492679288136e-02 7.89533706610169e-03 -2.77530462620339e-01 -1.66022362847458e-02 -5.86090418983051e-01 -5.30258157347458e-02 -4.82382316949153e-02 8.28336633220339e-02 -5.61550255762712e-01 -5.3845366779661e-01 -4.81085535084746e-01 -8.18833429152542e-02 -5.38299449067797e-02 -5.14939156830508e-02 -3.89549831525424e-01 -6.34140436101695e-01 -4.35492677288136e-01 -2.90407593728814e-01 -4.22544169322034e-01 -2.90407593728814e-01 -4.22544169322034e-01 -2.81424153881356e-01 -1.64150985127119e-01 -4.46549092881356e-01 -5.53019916271186e-01 -5.47911950338983e-01 -5.57798151355932e-01 -3.46048161016949e-01 -2.19048103322034e-02 -4.53806369830508e-01 -4.57651383728814e-01 -1.6921968620339e-01 -4.55222146440678e-01 -3.04615322881356e-01 -7.87640836610169e-02 -5.54956709661017e-01 -3.1431306340678e-01 -1.53329520084746e-02 -6.15898188474576e-01 -4.29713536101695e-01 -5.5477211220339e-01 -3.96659907457627e-01 -6.04053019152542e-01 -5.33046952542373e-01 -5.59856635084746e-01 -3.24289427932203e-01 -5.77105211694915e-01 -1.69064352813559e-01 -1.64091969449153e-01 -5.30704814745763e-01 -6.51792839661017e-01 -5.83249293389831e-01 -5.58104554745763e-01
"WALKING" 3 2.75567462068966e-01 -1.71767844203448e-02 -1.12674859827586e-01 -3.60356726034483e-01 -6.99140652103448e-02 -3.87411994310345e-01 9.36506743275862e-01 -2.61986357931034e-01 -1.38107866258621e-01 -9.7777159137931e-01 -9.62355639482759e-01 -9.52091795e-01 8.14745882660345e-02 1.00591485e-02 -5.62264594827586e-03 -2.6867964387931e-01 -4.49619594258621e-02 -5.2948611637931e-01 -2.56405192517241e-02 -7.79150937413793e-02 8.13485942827586e-02 -5.71869560172414e-01 -5.63793260172414e-01 -4.76696411551724e-01 -9.52398165017241e-02 -3.87874651724138e-02 -5.03616100815517e-02 -3.85922986034483e-01 -6.39087984137931e-01 -5.36664080344828e-01 -2.54690333275862e-01 -3.28428936551724e-01 -2.54690333275862e-01 -3.28428936551724e-01 -2.80009317413793e-01 -1.39916355325862e-01 -4.66411754137931e-01 -5.61510683275862e-01 -5.66135217931034e-01 -5.67371560862069e-01 -3.16614011689655e-01 -8.13024353275862e-02 -4.12374074482759e-01 -3.79276781206897e-01 -1.24030832001724e-01 -4.22998473965517e-01 -3.04694442551724e-01 -1.40508590224138e-01 -5.14137255344828e-01 -2.96596633103448e-01 -5.61498755362069e-03 -5.43529108103448e-01 -4.37845763793103e-01 -5.61526265344828e-01 -4.18126217413793e-01 -6.15121369827586e-01 -5.68888673448276e-01 -5.45896388103448e-01 -2.90031535172414e-01 -4.56373080862069e-01 -1.86764516965517e-01 -8.98519904044828e-02 -5.69755772241379e-01 -6.32643292931034e-01 -6.07751646034483e-01 -5.49087007931034e-01
"WALKING" 4 2.78582015166667e-01 -1.48399475341667e-02 -1.1140306485e-01 -4.40829971333333e-01 -7.88267367683333e-02 -5.86252806833333e-01 9.63999696833333e-01 -8.58540265666667e-02 1.27764112666667e-01 -9.83826494833333e-01 -9.67963221e-01 -9.62968112e-01 7.83529082183333e-02 2.95602428666667e-03 -7.67679338333334e-04 -2.97042612533333e-01 -2.21165131581667e-01 -7.513913825e-01 -3.17982557795e-02 -7.26905278583333e-02 8.05677161216667e-02 -5.00916659e-01 -6.65394092833333e-01 -6.62608226e-01 -1.15321556475e-01 -3.93474489133333e-02 -5.51166852766667e-02 -4.92341066833333e-01 -8.07419937e-01 -6.40454132833333e-01 -3.12050574166667e-01 -5.27679103166667e-01 -3.12050574166667e-01 -5.27679103166667e-01 -3.66700879833333e-01 -3.16918956e-01 -4.9779220106e-01 -5.53116111166667e-01 -6.813040365e-01 -7.301463685e-01 -4.26719449666667e-01 -1.4939963344e-01 -6.31005470833333e-01 -4.47234929666667e-01 -1.01799450565167e-01 -5.94198325666667e-01 -3.58883413666667e-01 -2.79553391533333e-01 -7.28991595666667e-01 -2.9732607245e-01 -2.099000063e-01 -7.72359087333333e-01 -3.73384540666667e-01 -6.88460056666667e-01 -6.01381129166667e-01 -5.42646759e-01 -6.54657770166667e-01 -7.16458475166667e-01 -4.50804558333333e-01 -6.51172628166667e-01 -3.18587811e-01 -3.20458701e-01 -6.09285588016667e-01 -5.93937200833333e-01 -7.24327420666667e-01 -7.57768081166667e-01
"WALKING" 5 2.7784234625e-01 -1.72850317482679e-02 -1.07741776464286e-01 -2.94098534232143e-01 7.67484028053571e-02 -4.5702143625e-01 9.72624959821429e-01 -1.00440285303571e-01 2.47623628392857e-03 -9.79348381428571e-01 -9.61585474821429e-01 -9.64580803928571e-01 8.45888833571429e-02 -1.63194101232143e-02 8.32159351785732e-05 -3.02891024625e-01 -9.10397428607143e-02 -6.12895318571429e-01 -4.88919896632143e-02 -6.90135249642857e-02 8.15435495892857e-02 -4.90877497857143e-01 -5.04622029821429e-01 -3.18700615178571e-01 -8.88408355267857e-02 -4.49559531089286e-02 -4.82679596035714e-02 -3.57681403285714e-01 -5.7143812375e-01 -1.57682543983929e-01 -1.58338674394643e-01 -3.77178733392857e-01 -1.58338674394643e-01 -3.77178733392857e-01 -2.88333024071429e-01 -2.82242276785714e-01 -3.55933083571429e-01 -4.92176823571429e-01 -4.44532485357143e-01 -4.8919974625e-01 -2.87782607410714e-01 9.46037755178572e-03 -4.90251090714286e-01 -2.97517355196429e-01 4.26026830839286e-02 -4.83059957321429e-01 -3.44954806428571e-01 -1.81055554206071e-01 -5.90496615535714e-01 -3.213903195e-01 -5.45213604089286e-02 -6.33429995714286e-01 -3.72668749642857e-01 -5.13951718392857e-01 -2.13127031035714e-01 -5.29392790178571e-01 -5.02683380535714e-01 -4.20367075178571e-01 -3.04992488892857e-01 -5.19636926071429e-01 -2.69481661080357e-01 -3.05685376071429e-01 -4.84262828928571e-01 -5.89741506785714e-01 -5.48053574821429e-01 -4.55665300892857e-01
"WALKING" 6 2.83658868070175e-01 -1.68954189082456e-02 -1.10303165877193e-01 -2.96538717368421e-01 1.64213884996491e-01 -5.04324207192982e-01 9.58067455087719e-01 -2.14694852280702e-01 3.31888826842105e-02 -9.77779896491228e-01 -9.64248568070175e-01 -9.57205025789474e-01 6.99585876912281e-02 -1.64831715964912e-02 -7.38931200701754e-03 -1.32784766936842e-01 8.08897373684211e-03 -5.75777466491228e-01 -2.5509618645614e-02 -7.44462466e-02 8.38808799280702e-02 -4.46020952631579e-01 -3.31702267894737e-01 -3.83139334736842e-01 -8.78891090105263e-02 -3.62308971842105e-02 -5.39597284210526e-02 -1.8260093354386e-01 -4.16390246140351e-01 -1.66684422233333e-01 -1.66840713631579e-01 -2.66734167368421e-01 -1.66840713631579e-01 -2.66734167368421e-01 -1.95117026052632e-01 -7.06029648421053e-02 -2.81207841122807e-01 -3.6560291677193e-01 -3.21290483140351e-01 -3.64708342315789e-01 -1.87934323140351e-01 1.40781621991228e-01 -4.98520164385965e-01 -3.4522769e-01 1.01699642168947e-01 -5.50474621754386e-01 -1.50942917824561e-01 -7.53742321614035e-02 -5.41438616140351e-01 -1.9269469414386e-01 3.14450678263158e-02 -6.08624354210526e-01 -2.39650710533333e-01 -3.41378429473684e-01 -2.03575458733333e-01 -5.15323854385965e-01 -3.32008706842105e-01 -5.12209233508772e-01 -2.01386607649123e-01 -4.21683093508772e-01 -5.5401423331579e-02 -9.64999702982456e-02 -3.29681123368421e-01 -5.10648322631579e-01 -3.66500534122807e-01 -4.08078906482456e-01
"WALKING" 7 2.75592961754386e-01 -1.8653665345614e-02 -1.10912234947368e-01 -3.27243240701754e-01 -7.72618561052631e-02 1.59631283261403e-01 9.32566472280702e-01 -1.59097003684211e-01 -1.60846924029807e-01 -9.79851271403509e-01 -9.69404155087719e-01 -9.52159770526316e-01 9.01462649192983e-02 1.84322723280702e-02 -2.10398551649123e-02 -3.46026226140351e-01 -5.47448948245614e-02 -1.49488514397895e-01 2.28835208526316e-03 -8.37113724842105e-02 6.41104602035088e-02 -5.03313517017544e-01 -2.3109830545614e-01 -3.96013535263158e-01 -1.23654199751333e-01 -4.47766029745614e-02 -4.95713093294737e-02 -2.1166729682807e-01 -1.74136410738596e-01 -4.58302971403509e-01 -9.78090439438596e-02 -1.98554708385965e-01 -9.78090439438596e-02 -1.98554708385965e-01 -1.92948900438596e-01 -2.7557329277193e-02 -3.05959351403509e-01 -1.9828316695614e-01 -3.00022779964912e-01 -9.53401161070176e-02 -3.43048405789474e-01 -6.41564202736842e-02 3.85832252345614e-02 -3.22034908070175e-01 -1.43721823263158e-01 1.33316828089298e-01 -3.83715797719298e-01 -1.23192887383684e-01 -1.06490372892632e-01 -3.65314790947368e-01 -4.31917460807018e-02 -1.90751539207018e-01 -3.18395104666667e-01 -1.51966687436842e-01 -3.66733617894737e-01 -5.63615256666667e-01 -2.90859379017544e-01 -4.63270018245614e-01 -1.51243649578947e-01 -3.51706780526316e-01 -3.84187298547368e-02 -2.2138358e-02 -1.92909765467895e-01 -3.43894914947368e-01 -1.55339855862632e-01 -8.41663774087719e-02
"WALKING" 8 2.7468631e-01 -1.86628865310417e-02 -1.07252090833333e-01 -1.73605736002083e-01 3.80782052708333e-01 -1.420885318125e-01 9.13586347916667e-01 -2.17102194583333e-01 -1.86267836962021e-01 -9.74752050208333e-01 -9.56781505625e-01 -9.56640104791667e-01 7.03393490833333e-02 -6.03947514583333e-03 -6.73798876875e-04 -2.586886278125e-01 2.33987544458333e-01 -3.83200596479167e-01 2.35088228254167e-02 -9.5791790535e-02 5.09657915395833e-02 -1.992097184375e-01 -2.119972775e-01 -7.54447842395833e-02 -1.35886431360417e-01 -3.14880905541667e-02 -5.22683965333333e-02 -2.460827504375e-01 -4.28055700208333e-01 -3.88446971666667e-01 5.16786278104167e-02 -1.804072826e-01 5.16786278104167e-02 -1.804072826e-01 -6.68322430433333e-02 -1.84571053979167e-01 -3.10243820125e-03 -2.38746703958333e-01 -3.39129269583333e-01 -5.02957255416667e-01 -2.47389011875e-01 3.16982393333333e-01 -2.38634594791667e-01 -1.48386858858333e-01 3.2484493125e-01 -1.58437341970833e-01 -3.11198711041667e-01 7.96832872416667e-02 -3.61563262083333e-01 -2.71448185291667e-01 3.15883536479167e-01 -4.044825094375e-01 -1.02063053808333e-01 -2.59729692333333e-01 -1.32902199479167e-01 -2.34252005895833e-01 -1.908057215e-01 -1.429742348125e-01 -9.521728274375e-02 -3.60818978541667e-01 -1.23834409766667e-01 -2.76436130125e-01 -3.01241848645833e-01 -3.27459577895833e-01 -4.73026230833333e-01 -5.81240190833333e-01
"WALKING" 9 2.78502842115385e-01 -1.80891971284423e-02 -1.10820512307692e-01 -2.38353562692308e-01 -2.01696960826923e-01 -5.79636469030769e-02 9.51867079615385e-01 -3.14341738730769e-02 -1.15856121080385e-01 -9.80971973653846e-01 -9.71242423076923e-01 -9.55523995576923e-01 7.04357270480769e-02 2.12255910017308e-02 4.14762740192308e-03 -2.06733787961538e-01 -2.76929933846154e-01 -4.09764526153846e-01 -8.08360598653846e-02 -6.25598710615385e-02 1.11629779896154e-01 -4.76163506730769e-01 -4.67054167884615e-01 -2.65683521346154e-01 -8.09204094461538e-02 -3.56283427038462e-02 -6.33406620592308e-02 -5.26985309038462e-01 -5.49200228076923e-01 -4.57881494038462e-01 -9.80840496143461e-02 -3.7942877e-01 -9.80840496143461e-02 -3.7942877e-01 -2.03733615519231e-01 -3.17113487115385e-01 -2.94542266826923e-01 -4.89725811538462e-01 -5.10253995769231e-01 -5.99866472692308e-01 -2.94711163653846e-01 -2.57677616153846e-01 -2.50806259788462e-01 -2.18019977423077e-01 -2.23972558596154e-01 -3.37965256573077e-02 -3.14265401346154e-01 -3.67706595e-01 -3.99541245192308e-01 -1.70228340134423e-01 -2.28380473480769e-01 -4.19104362884615e-01 -3.83676120961538e-01 -4.36905860576923e-01 -2.40222512134615e-01 -5.07404512692308e-01 -4.90990336346154e-01 -3.42367223269231e-01 -3.18801022711538e-01 -5.13891953269231e-01 -3.16870715576923e-01 -3.22337536730769e-01 -5.13797480384615e-01 -5.62714528653846e-01 -6.02581618269231e-01 -6.24351923653846e-01
"WALKING" 10 2.78574076603774e-01 -1.7022351190566e-02 -1.09057512132075e-01 -1.78709734396226e-01 -2.27431651698113e-02 -3.95645072075472e-01 9.63092149811321e-01 -8.38277013962264e-02 5.49276242264151e-02 -9.74435158113208e-01 -9.71114719811321e-01 -9.57862728301887e-01 8.57943809283019e-02 4.08248792641509e-03 -1.62953195396226e-02 -5.21991013207547e-02 7.50804952113207e-02 -5.11662905849057e-01 1.06894976215094e-02 -8.19540783760943e-02 9.86695731160377e-02 -4.14205475283019e-01 -2.50853318679245e-01 -1.74524868603774e-01 -1.22709563462264e-01 -5.19204981037736e-02 -6.11262928849057e-02 -3.66063723207547e-01 -5.09683327924528e-01 -3.29079492641509e-01 -1.27400912069811e-01 -1.85602396067925e-01 -1.27400912069811e-01 -1.85602396067925e-01 -1.32624992298283e-01 3.7608338009434e-02 -1.56458730358491e-01 -4.02025135660377e-01 -4.40363636603774e-01 -5.01027916603774e-01 -1.14190001283019e-01 5.33911909886792e-02 -4.1218272245283e-01 -2.06366497226415e-01 -1.29775706316981e-01 -4.35304215660377e-01 -1.07941107467925e-01 3.09052018326415e-02 -4.64020508867925e-01 -7.91518267107547e-02 4.84867672264151e-02 -5.58512650188679e-01 -2.77913780754717e-01 -3.45209034528302e-01 -1.08530029881132e-01 -4.58292932830189e-01 -2.04392821584906e-01 -2.73292866226415e-01 -9.30237422792453e-02 -3.70471943962264e-01 2.05189516981132e-02 5.02087634986792e-02 -4.12616909622642e-01 -4.99759796981132e-01 -5.15065335849057e-01 -5.17675799056604e-01
"WALKING" 11 2.71821892881356e-01 -1.66475833623729e-02 -1.06096304033898e-01 -4.22842071864407e-01 -5.22120750440678e-02 -5.30626311355932e-01 9.46468451355932e-01 -2.12045870169492e-01 1.34053215101695e-01 -9.8110101440678e-01 -9.66240553559322e-01 -9.60852684067797e-01 8.29709328491525e-02 1.27682476559322e-02 -1.3364827779661e-02 -4.28516343559322e-01 -1.81419230254237e-01 -7.20654731186441e-01 -4.26928995457627e-02 -7.05104974254237e-02 8.43744495507542e-02 -5.96346930847458e-01 -4.99625287288136e-01 -4.34178202542373e-01 -9.18204195491525e-02 -5.14172549559322e-02 -3.42677451e-02 -5.41616397118644e-01 -7.37993755932203e-01 -5.51079942542373e-01 -2.88323472033898e-01 -4.87735915084746e-01 -2.88323472033898e-01 -4.87735915084746e-01 -4.02333202033898e-01 -4.03141284745763e-01 -4.21801673559322e-01 -5.58362783220339e-01 -6.3073270559322e-01 -7.53671416101695e-01 -3.96533731864407e-01 -8.30478435976271e-02 -6.16402910169492e-01 -4.33703311525424e-01 -9.66068285372881e-02 -5.23093394915254e-01 -4.53265268813559e-01 -2.41801726186441e-01 -6.9259387220339e-01 -4.5394304e-01 -1.70177403123729e-01 -7.47564612033898e-01 -5.14753307627119e-01 -5.93107398474576e-01 -3.98293336610169e-01 -6.23150268983051e-01 -4.53663184067797e-01 -4.98554639491525e-01 -4.58514062542373e-01 -5.84455992033898e-01 -3.95116134237288e-01 -4.1744681559322e-01 -6.10222628813559e-01 -5.9974543779661e-01 -7.51914457457627e-01 -7.73574064745763e-01
"WALKING" 12 2.771286656e-01 -1.5560927606e-02 -1.0316110632e-01 -1.28898533096e-01 -1.22783290008e-01 -4.106060626e-01 9.668735148e-01 -1.559834498e-01 -3.608428788e-02 -9.7911312e-01 -9.646191738e-01 -9.502762272e-01 4.5764401482e-02 1.97766948336e-02 5.025870328e-03 -1.350661106e-02 -8.9404968585e-02 -5.12276838e-01 -1.045136708758e-01 -3.442910782e-02 9.99739123004e-02 -5.462634706e-01 -4.494013978e-01 -3.5017028664e-01 -6.223893174e-02 -4.9852604592e-02 -4.67338151926e-02 -3.908072382e-01 -5.81290691e-01 -4.806421996e-01 -1.02204550448e-01 -2.3697286882e-01 -1.02204550448e-01 -2.3697286882e-01 -1.44064922688e-01 -2.028505044e-02 -3.5593036512e-01 -4.132083408e-01 -5.174937754e-01 -5.488904506e-01 -5.435763951e-02 -7.1302455092e-02 -4.223253002e-01 -1.60707260634e-01 -2.0851528006e-01 -4.521466944e-01 -8.161979534e-02 -1.413740705982e-01 -4.913861728e-01 -3.105929456e-02 -9.4056408433e-02 -5.314863218e-01 -4.019759318e-01 -4.678863378e-01 -3.1728248436e-01 -5.931428818e-01 -4.437983296e-01 -4.222565212e-01 -1.53116002784e-01 -4.088962994e-01 -2.9912425338e-02 -1.3953908696e-02 -4.42503784e-01 -4.948022154e-01 -5.611764414e-01 -5.649340126e-01
"WALKING" 13 2.75883130350877e-01 -1.85660651947368e-02 -1.11431456192982e-01 -3.46980394210526e-01 1.41866689392982e-01 -2.20503537026316e-01 9.10855709298246e-01 -2.83658580877193e-01 -1.31299718666667e-01 -9.7254492245614e-01 -9.60899845614035e-01 -9.48637587719298e-01 8.09590227198246e-02 3.08364501403509e-03 5.97249011754386e-03 -2.20910068015789e-01 5.65488771722807e-02 -3.74633172105263e-01 -1.74207634701754e-02 -7.98472502663158e-02 7.84205641252632e-02 -3.76059914210526e-01 -2.90023550315789e-01 -3.63369948070175e-01 -9.66598593263158e-02 -3.19849271912281e-02 -6.36693233473684e-02 -2.16812065298246e-01 -3.5776089977193e-01 -3.41765824491228e-01 -1.35643867842105e-01 -2.92546377017544e-01 -1.35643867842105e-01 -2.92546377017544e-01 -1.33205034736842e-01 -1.31788528797719e-01 -2.18669558421053e-01 -2.53240071964912e-01 -3.03508210175439e-01 -3.22118379807018e-01 -3.35030121052632e-01 9.55150666694737e-02 -2.46851507561404e-01 -3.53299848947368e-01 9.21968931052632e-02 -2.69896395250877e-01 -2.90460801694737e-01 -4.39195137368421e-02 -3.42263716894737e-01 -2.19716159766667e-01 9.46741596910526e-02 -4.06173351578947e-01 -1.92856474047368e-01 -2.56213554508772e-01 -2.76607954736842e-01 -4.35714710526316e-01 -3.18618506122807e-01 -4.55333900526316e-01 -2.3460086645614e-01 -4.38388953157895e-01 -1.5211150075614e-01 -1.13591923723684e-01 -2.67472373877193e-01 -3.79951835438597e-01 -3.38527133789474e-01 -3.49285611070175e-01
